STREET NUMBER,STREET DIRECTION,STREET NAME,USGS Quad Number,Name,Factual Date,Estimated Date,Desc1_Stories,Desc2_Material,Desc3_Type,Designation_RTHL,Designation_HABS,Designation_NR_Individual,Designation_NR_Historic_Dis,Designation_Thematic,Other Notes,Type of Table,Recorder,Record_Date
3406,,Duval,3097-242,,,1920,1 story,brick,residence,,,,,,,the 1984 Cultural Resources Survey,HHM,Jan-Mar 84
3408,,Duval,3097-242,,,1920,1 story,frame,residence,,,,,,,the 1984 Cultural Resources Survey,HHM,Jan-Mar 84
3412,,Duval,3097-242,,,1920,1 story,frame,residence,,,,,,,the 1984 Cultural Resources Survey,HHM,Jan-Mar 84
3500,,Duval,3097-242,,,1925,1 story,frame,residence,,,,,,,the 1984 Cultural Resources Survey,HHM,Jan-Mar 84
3502,,Duval,3097-242,,,1920,1 story,frame,residence,,,,,,,the 1984 Cultural Resources Survey,HHM,Jan-Mar 84
3504,,Duval,3097-242,,,1925,1.5 story,frame,residence,,,,,,,the 1984 Cultural Resources Survey,HHM,Jan-Mar 84
3506,,Duval,3097-242,,,1935,1 story,frame,residence,,,,,,,the 1984 Cultural Resources Survey,HHM,Jan-Mar 84
3508,,Duval,3097-242,,,1930,1 story,frame,residence,,,,,,,the 1984 Cultural Resources Survey,HHM,Jan-Mar 84
3703,,Duval,3097-242,,,1930,1 story,frame,residence,,,,,,,the 1984 Cultural Resources Survey,HHM,Jan-Mar 84
3705,,Duval,3097-242,,,1930,1 story,frame,residence,,,,,,,the 1984 Cultural Resources Survey,HHM,Jan-Mar 84
4200,,Avenue B,3097-242,,,1915,1 story,frame,residence,,,,,,,the 1984 Cultural Resources Survey,HHM,Jan-Mar 84
4202,,Avenue B,3097-242,,,1910,1 story,frame,residence,,,,,,,the 1984 Cultural Resources Survey,HHM,Jan-Mar 84
4203,,Avenue B,3097-242,,,1925,1 story,frame,residence,,,,,,,the 1984 Cultural Resources Survey,HHM,Jan-Mar 84
4204,,Avenue B,3097-242,,,1920,1 story,frame,residence,,,,,,,the 1984 Cultural Resources Survey,HHM,Jan-Mar 84
4205,,Avenue B,3097-242,,,1925,1 story,frame,residence,,,,,,,the 1984 Cultural Resources Survey,HHM,Jan-Mar 84
4206,,Avenue B,3097-242,,,1920,1 story,frame,residence,,,,,,,the 1984 Cultural Resources Survey,HHM,Jan-Mar 84
4210,,Avenue B,3097-242,,,1915,1 story,frame,residence,,,,,,,the 1984 Cultural Resources Survey,HHM,Jan-Mar 84
4211,,Avenue B,3097-242,,,1925,1 story,frame,residence,,,,,,,the 1984 Cultural Resources Survey,HHM,Jan-Mar 84
4214,,Avenue B,3097-242,,,1920,1 story,frame,residence,,,,,,,the 1984 Cultural Resources Survey,HHM,Jan-Mar 84
4300,,Avenue B,3097-242,,,1915,1 story,frame,residence,,,,,,,the 1984 Cultural Resources Survey,HHM,Jan-Mar 84
4312,,Avenue B,3097-242,,,1920,1 story,frame,residence,,,,,,,the 1984 Cultural Resources Survey,HHM,Jan-Mar 84
4313,,Avenue B,3097-242,,,1910,1 story,frame,residence,,,,,,,the 1984 Cultural Resources Survey,HHM,Jan-Mar 84
4315,,Avenue B,3097-242,,,1920,1 story,frame,residence,,,,,,,the 1984 Cultural Resources Survey,HHM,Jan-Mar 84
4403,,Avenue B,3097-242,,,1925,1 story,frame,residence,,,,,,,the 1984 Cultural Resources Survey,HHM,Jan-Mar 84
4403,,Avenue B,3097-242,,,1910,1 story,frame,residence,,,,,,,the 1984 Cultural Resources Survey,HHM,Jan-Mar 84
4409,,Avenue B,3097-242,,,1925,1 story,frame,residence,,,,,,,the 1984 Cultural Resources Survey,HHM,Jan-Mar 84
4411,,Avenue B,3097-242,,,1910,1 story,frame,residence,,,,,,,the 1984 Cultural Resources Survey,HHM,Jan-Mar 84
4412,,Avenue B,3097-242,,,1895,2 story,frame,residence,,,,,,,the 1984 Cultural Resources Survey,HHM,Jan-Mar 84
4500,,Avenue B,3097-242,,,1935,1 story,frame,residence,,,,,,,the 1984 Cultural Resources Survey,HHM,Jan-Mar 84
4506,,Avenue B,3097-242,,,1925,1 story,frame,residence,,,,,,,the 1984 Cultural Resources Survey,HHM,Jan-Mar 84
4508,,Avenue B,3097-242,,,1935,1.5 story,frame,residence,,,,,,,the 1984 Cultural Resources Survey,HHM,Jan-Mar 84
4510,,Avenue B,3097-242,,,1935,1.5 story,frame,residence,,,,,,,the 1984 Cultural Resources Survey,HHM,Jan-Mar 84
4511,,Avenue B,3097-242,,,1925,2.5 story,frame,residence,,,,,,,the 1984 Cultural Resources Survey,HHM,Jan-Mar 84
4512,,Avenue B,3097-242,,,1935,1 story,frame,residence,,,,,,,the 1984 Cultural Resources Survey,HHM,Jan-Mar 84
4513,,Avenue B,3097-242,,,1905,1 story,frame,residence,,,,,,,the 1984 Cultural Resources Survey,HHM,Jan-Mar 84
4514,,Avenue B,3097-242,,,1935,1 story,frame,residence,,,,,,,the 1984 Cultural Resources Survey,HHM,Jan-Mar 84
4516,,Avenue B,3097-242,,,1935,1.5 story,frame,residence,,,,,,,the 1984 Cultural Resources Survey,HHM,Jan-Mar 84
4517,,Avenue B,3097-242,,,1905,1 story,frame,residence,,,,,,,the 1984 Cultural Resources Survey,HHM,Jan-Mar 84
4518,,Avenue B,3097-242,,,1935,1 story,frame,residence,,,,,,,the 1984 Cultural Resources Survey,HHM,Jan-Mar 84
4521,,Avenue B,3097-242,,,1925,1 story,frame,residence,,,,,,,the 1984 Cultural Resources Survey,HHM,Jan-Mar 84
4522,,Avenue B,3097-242,,,1935,1 story,frame,residence,,,,,,,the 1984 Cultural Resources Survey,HHM,Jan-Mar 84
4523,,Avenue B,3097-242,,,1915,1 story,brick,residence,,,,,,,the 1984 Cultural Resources Survey,HHM,Jan-Mar 84
4524,,Avenue B,3097-242,,,1935,1 story,frame,residence,,,,,,,the 1984 Cultural Resources Survey,HHM,Jan-Mar 84
4527,,Avenue B,3097-242,,,1915,1 story,frame,residence,,,,,,,the 1984 Cultural Resources Survey,HHM,Jan-Mar 84
4528,,Avenue B,3097-242,,,1920,1 story,frame,residence,,,,,,,the 1984 Cultural Resources Survey,HHM,Jan-Mar 84
4601,,Avenue B,3097-242,,,1925,1 story,frame,residence,,,,,,,the 1984 Cultural Resources Survey,HHM,Jan-Mar 84
4603,,Avenue B,3097-242,,,1935,1 story,frame,residence,,,,,,,the 1984 Cultural Resources Survey,HHM,Jan-Mar 84
4605,,Avenue B,3097-242,,,1905,1 story,frame,residence,,,,,,,the 1984 Cultural Resources Survey,HHM,Jan-Mar 84
4607,,Avenue B,3097-242,,,1925,1 story,frame,residence,,,,,,,the 1984 Cultural Resources Survey,HHM,Jan-Mar 84
4612,,Avenue B,3097-242,,,1920,1 story,frame,residence,,,,,,,the 1984 Cultural Resources Survey,HHM,Jan-Mar 84
4613,,Avenue B,3097-242,,,1925,1 story,frame,residence,,,,,,,the 1984 Cultural Resources Survey,HHM,Jan-Mar 84
3900,,Avenue C,3097-242,,,1895,2.5 story,frame,residence,,,,,,,the 1984 Cultural Resources Survey,HHM,Jan-Mar 84
3902,,Avenue C,3097-242,,,1915,2 story,frame,residence,,,,,,,the 1984 Cultural Resources Survey,HHM,Jan-Mar 84
3904,,Avenue C,3097-242,,,1910,1 story,frame,residence,,,,,,,the 1984 Cultural Resources Survey,HHM,Jan-Mar 84
3905,,Avenue C,3097-242,,,1925,1 story,frame,residence,,,,,,,the 1984 Cultural Resources Survey,HHM,Jan-Mar 84
3906,,Avenue C,3097-242,,,1900,1.5 story,frame,residence,,,,,,,the 1984 Cultural Resources Survey,HHM,Jan-Mar 84
3911,,Avenue C,3097-242,,,1930,1 story,frame,residence,,,,,,,the 1984 Cultural Resources Survey,HHM,Jan-Mar 84
3913,,Avenue C,3097-242,,,1900,2 story,frame,residence,,,,,,,the 1984 Cultural Resources Survey,HHM,Jan-Mar 84
4001,,Avenue C,3097-242,,,1895,1 story,frame,residence,,,,,,,the 1984 Cultural Resources Survey,HHM,Jan-Mar 84
4002,,Avenue C,3097-242,,,1900,1 story,frame,residence,,,,,,,the 1984 Cultural Resources Survey,HHM,Jan-Mar 84
4004,,Avenue C,3097-242,,,1925,1 story,frame,residence,,,,,,,the 1984 Cultural Resources Survey,HHM,Jan-Mar 84
4005,,Avenue C,3097-242,,,1925,1 story,frame,residence,,,,,,,the 1984 Cultural Resources Survey,HHM,Jan-Mar 84
4006,,Avenue C,3097-242,,,1920,1 story,frame,residence,,,,,,,the 1984 Cultural Resources Survey,HHM,Jan-Mar 84
4008,,Avenue C,3097-242,,,1920,1 story,frame,residence,,,,,,,the 1984 Cultural Resources Survey,HHM,Jan-Mar 84
4009,,Avenue C,3097-242,,,1925,1 story,frame,residence,,,,,,,the 1984 Cultural Resources Survey,HHM,Jan-Mar 84
4010,,Avenue C,3097-242,,,1925,1 story,frame,residence,,,,,,,the 1984 Cultural Resources Survey,HHM,Jan-Mar 84
4012,,Avenue C,3097-242,,,1900,1 story,frame,residence,,,,,,,the 1984 Cultural Resources Survey,HHM,Jan-Mar 84
4101,,Avenue C,3097-242,,,1925,1 story,frame,residence,,,,,,,the 1984 Cultural Resources Survey,HHM,Jan-Mar 84
4103,,Avenue C,3097-242,,,1920,1 story,frame,residence,,,,,,,the 1984 Cultural Resources Survey,HHM,Jan-Mar 84
4106,,Avenue C,3097-242,,,1920,1 story,frame,residence,,,,,,,the 1984 Cultural Resources Survey,HHM,Jan-Mar 84
3707,,Duval,3097-242,,,1925,1 story,frame,residence,,,,,,,the 1984 Cultural Resources Survey,HHM,Jan-Mar 84
3709,,Duval,3097-242,,,1925,1 story,frame,residence,,,,,,,the 1984 Cultural Resources Survey,HHM,Jan-Mar 84
3711,,Duval,3097-242,,,1925,1 story,frame,residence,,,,,,,the 1984 Cultural Resources Survey,HHM,Jan-Mar 84
3800,,Duval,3097-242,,,1935,1 story,brick,residence,,,,,,,the 1984 Cultural Resources Survey,HHM,Jan-Mar 84
3802,,Duval,3097-242,,,1935,1.5 story,brick,residence,,,,,,,the 1984 Cultural Resources Survey,HHM,Jan-Mar 84
3803,,Duval,3097-242,,,1925,1 story,frame,residence,,,,,,,the 1984 Cultural Resources Survey,HHM,Jan-Mar 84
3805,,Duval,3097-242,,,1925,1 story,frame,residence,,,,,,,the 1984 Cultural Resources Survey,HHM,Jan-Mar 84
3807,,Duval,3097-242,,,1925,1 story,frame,residence,,,,,,,the 1984 Cultural Resources Survey,HHM,Jan-Mar 84
3809,,Duval,3097-242,,,1925,1 story,frame,residence,,,,,,,the 1984 Cultural Resources Survey,HHM,Jan-Mar 84
3810,,Duval,3097-242,,,1925,1 story,brick,residence,,,,,,,the 1984 Cultural Resources Survey,HHM,Jan-Mar 84
3811,,Duval,3097-242,,,1925,1 story,frame,residence,,,,,,,the 1984 Cultural Resources Survey,HHM,Jan-Mar 84
3812,,Duval,3097-242,,,1935,,brick,residence,,,,,,,the 1984 Cultural Resources Survey,HHM,Jan-Mar 84
3813,,Duval,3097-242,,,1920,1 story,frame,residence,,,,,,,the 1984 Cultural Resources Survey,HHM,Jan-Mar 84
3815,,Duval,3097-242,,,1935,1 story,stucco over frame,residence,,,,,,,the 1984 Cultural Resources Survey,HHM,Jan-Mar 84
3817,,Duval,3097-242,,,1920,1 story,frame,residence,,,,,,,the 1984 Cultural Resources Survey,HHM,Jan-Mar 84
3819,,Duval,3097-242,,,1935,1 story,frame,residence,,,,,,,the 1984 Cultural Resources Survey,HHM,Jan-Mar 84
3821/23*,,Duval,3097-242,,,1935,1 story,frame,residence,,,,,,,the 1984 Cultural Resources Survey,HHM,Jan-Mar 84
3901,,Duval,3097-242,,,1920,1 story,frame,residence,,,,,,,the 1984 Cultural Resources Survey,HHM,Jan-Mar 84
3903,,Duval,3097-242,,,1920,1 story,frame,residence,,,,,,,the 1984 Cultural Resources Survey,HHM,Jan-Mar 84
3905,,Duval,3097-242,,,1920,1 story,frame,residence,,,,,,,the 1984 Cultural Resources Survey,HHM,Jan-Mar 84
4107,,Avenue C,3097-242,,,1925,1 story,frame,residence,,,,,,,the 1984 Cultural Resources Survey,HHM,Jan-Mar 84
4108,,Avenue C,3097-242,,,1925,1 story,frame,residence,,,,,,,the 1984 Cultural Resources Survey,HHM,Jan-Mar 84
4109,,Avenue C,3097-242,,,1920,1 story,frame,residence,,,,,,,the 1984 Cultural Resources Survey,HHM,Jan-Mar 84
4110,,Avenue C,3097-242,,,1930,1 story,frame,residence,,,,,,,the 1984 Cultural Resources Survey,HHM,Jan-Mar 84
4111,,Avenue C,3097-242,,,1920,1 story,frame,residence,,,,,,,the 1984 Cultural Resources Survey,HHM,Jan-Mar 84
4112,,Avenue C,3097-242,,,1920,1 story,frame,residence,,,,,,,the 1984 Cultural Resources Survey,HHM,Jan-Mar 84
4113,,Avenue C,3097-242,,,1920,1 story,frame,residence,,,,,,,the 1984 Cultural Resources Survey,HHM,Jan-Mar 84
4115,,Avenue C,3097-242,,,1920,1 story,frame,residence,,,,,,,the 1984 Cultural Resources Survey,HHM,Jan-Mar 84
4201,,Avenue C,3097-242,,,1920,1 story,frame,residence,,,,,,,the 1984 Cultural Resources Survey,HHM,Jan-Mar 84
4202,,Avenue C,3097-242,,,1925,1 story,frame,residence,,,,,,,the 1984 Cultural Resources Survey,HHM,Jan-Mar 84
4203,,Avenue C,3097-242,,,1920,1 story,frame,residence,,,,,,,the 1984 Cultural Resources Survey,HHM,Jan-Mar 84
4204,,Avenue C,3097-242,,,1925,1 story,frame,residence,,,,,,,the 1984 Cultural Resources Survey,HHM,Jan-Mar 84
4205,,Avenue C,3097-242,,,1920,1 story,frame,residence,,,,,,,the 1984 Cultural Resources Survey,HHM,Jan-Mar 84
4206,,Avenue C,3097-242,,,1925,1 story,frame,residence,,,,,,,the 1984 Cultural Resources Survey,HHM,Jan-Mar 84
4208,,Avenue C,3097-242,,,1925,1 story,frame,residence,,,,,,,the 1984 Cultural Resources Survey,HHM,Jan-Mar 84
4209,,Avenue C,3097-242,,,1920,1 story,frame,residence,,,,,,,the 1984 Cultural Resources Survey,HHM,Jan-Mar 84
4210,,Avenue C,3097-242,,,1925,1 story,frame,residence,,,,,,,the 1984 Cultural Resources Survey,HHM,Jan-Mar 84
4211,,Avenue C,3097-242,,,1920,1 story,frame,residence,,,,,,,the 1984 Cultural Resources Survey,HHM,Jan-Mar 84
4212,,Avenue C,3097-242,,,1920,1 story,frame,residence,,,,,,,the 1984 Cultural Resources Survey,HHM,Jan-Mar 84
4213,,Avenue C,3097-242,,,1920,1 story,frame,residence,,,,,,,the 1984 Cultural Resources Survey,HHM,Jan-Mar 84
4215,,Avenue C,3097-242,,,1925,1 story,frame,residence,,,,,,,the 1984 Cultural Resources Survey,HHM,Jan-Mar 84
4300,,Avenue C,3097-242,,,1920,1 story,frame,residence,,,,,,,the 1984 Cultural Resources Survey,HHM,Jan-Mar 84
4301,,Avenue C,3097-242,,,1925,1 story,frame,residence,,,,,,,the 1984 Cultural Resources Survey,HHM,Jan-Mar 84
4303,,Avenue C,3097-242,,,1900,1 story,frame,residence,,,,,,,the 1984 Cultural Resources Survey,HHM,Jan-Mar 84
4305,,Avenue C,3097-242,,,1900,1 story,frame,residence,,,,,,,the 1984 Cultural Resources Survey,HHM,Jan-Mar 84
4307,,Avenue C,3097-242,,,1900,1 story,frame,residence,,,,,,,the 1984 Cultural Resources Survey,HHM,Jan-Mar 84
4311,,Avenue C,3097-242,,,1920,1 story,frame,residence,,,,,,,the 1984 Cultural Resources Survey,HHM,Jan-Mar 84
4313,,Avenue C,3097-242,,,1920,1 story,frame,residence,,,,,,,the 1984 Cultural Resources Survey,HHM,Jan-Mar 84
4314,,Avenue C,3097-242,,,1910,1 story,frame,residence,,,,,,,the 1984 Cultural Resources Survey,HHM,Jan-Mar 84
4315,,Avenue C,3097-242,,,1925,1 story,frame,residence,,,,,,,the 1984 Cultural Resources Survey,HHM,Jan-Mar 84
4316,,Avenue C,3097-242,,,1930,1 story,frame,residence,,,,,,,the 1984 Cultural Resources Survey,HHM,Jan-Mar 84
4318,,Avenue C,3097-242,,,1915,1 story,frame,residence,,,,,,,the 1984 Cultural Resources Survey,HHM,Jan-Mar 84
4402,,Avenue C,3097-242,,,1925,1 story,frame,residence,,,,,,,the 1984 Cultural Resources Survey,HHM,Jan-Mar 84
4403,,Avenue C,3097-242,,,1920,1 story,frame,residence,,,,,,,the 1984 Cultural Resources Survey,HHM,Jan-Mar 84
4404,,Avenue C,3097-242,,,1925,1 story,frame,residence,,,,,,,the 1984 Cultural Resources Survey,HHM,Jan-Mar 84
4405,,Avenue C,3097-242,,,1905,1 story,frame,residence,,,,,,,the 1984 Cultural Resources Survey,HHM,Jan-Mar 84
4407,,Avenue C,3097-242,,,1905,1 story,frame,residence,,,,,,,the 1984 Cultural Resources Survey,HHM,Jan-Mar 84
4408,,Avenue C,3097-242,,,1935,1 story,frame,residence,,,,,,,the 1984 Cultural Resources Survey,HHM,Jan-Mar 84
4410,,Avenue C,3097-242,,,1910,1 story,frame,residence,,,,,,,the 1984 Cultural Resources Survey,HHM,Jan-Mar 84
4411,,Avenue C,3097-242,,,1920,1 story,frame,residence,,,,,,,the 1984 Cultural Resources Survey,HHM,Jan-Mar 84
4412,,Avenue C,3097-242,,,1910,1 story,frame,residence,,,,,,,the 1984 Cultural Resources Survey,HHM,Jan-Mar 84
4413,,Avenue C,3097-242,,,1925,1 story,frame,residence,,,,,,,the 1984 Cultural Resources Survey,HHM,Jan-Mar 84
4501,,Avenue C,3097-242,,,1920,2 story,frame,residence,,,,,,,the 1984 Cultural Resources Survey,HHM,Jan-Mar 84
4502,,Avenue C,3097-242,,,1925,1 story,frame,residence,,,,,,,the 1984 Cultural Resources Survey,HHM,Jan-Mar 84
4504,,Avenue C,3097-242,,,1925,1 story,frame,residence,,,,,,,the 1984 Cultural Resources Survey,HHM,Jan-Mar 84
4506,,Avenue C,3097-242,,,1900,1 story,frame,residence,,,,,,,the 1984 Cultural Resources Survey,HHM,Jan-Mar 84
4507,,Avenue C,3097-242,,,1895,1 story,frame,residence,,,,,,,the 1984 Cultural Resources Survey,HHM,Jan-Mar 84
4508,,Avenue C,3097-242,,,1920,1 story,frame,residence,,,,,,,the 1984 Cultural Resources Survey,HHM,Jan-Mar 84
4509,,Avenue C,3097-242,,,1920,1 story,frame,residence,,,,,,,the 1984 Cultural Resources Survey,HHM,Jan-Mar 84
4511,,Avenue C,3097-242,,,1925,1.5 story,frame,residence,,,,,,,the 1984 Cultural Resources Survey,HHM,Jan-Mar 84
4513,,Avenue C,3097-242,,,1925,1.5 story,frame,residence,,,,,,,the 1984 Cultural Resources Survey,HHM,Jan-Mar 84
4514,,Avenue C,3097-242,,,1935,1 story,stucco over frame,residence,,,,,,,the 1984 Cultural Resources Survey,HHM,Jan-Mar 84
4515,,Avenue C,3097-242,,,1910,1 story,frame,residence,,,,,,,the 1984 Cultural Resources Survey,HHM,Jan-Mar 84
4517,,Avenue C,3097-242,,,1925,1 story,frame,residence,,,,,,,the 1984 Cultural Resources Survey,HHM,Jan-Mar 84
4518,,Avenue C,3097-242,,,1915,1 story,frame,residence,,,,,,,the 1984 Cultural Resources Survey,HHM,Jan-Mar 84
4519,,Avenue C,3097-242,,,1925,1 story,frame,residence,,,,,,,the 1984 Cultural Resources Survey,HHM,Jan-Mar 84
4520,,Avenue C,3097-242,,,1925,1 story,frame,residence,,,,,,,the 1984 Cultural Resources Survey,HHM,Jan-Mar 84
4521,,Avenue C,3097-242,,,1935,1 story,frame,residence,,,,,,,the 1984 Cultural Resources Survey,HHM,Jan-Mar 84
4522,,Avenue C,3097-242,,,1910,1 story,frame,residence,,,,,,,the 1984 Cultural Resources Survey,HHM,Jan-Mar 84
4524,,Avenue C,3097-242,,,1920,1 story,frame,residence,,,,,,,the 1984 Cultural Resources Survey,HHM,Jan-Mar 84
4526,,Avenue C,3097-242,,,1900,1 story,frame,residence,,,,,,,the 1984 Cultural Resources Survey,HHM,Jan-Mar 84
4600,,Avenue C,3097-242,,,1900,1 story,frame,residence,,,,,,,the 1984 Cultural Resources Survey,HHM,Jan-Mar 84
4601,,Avenue C,3097-242,,,1900,1 story,frame,residence,,,,,,,the 1984 Cultural Resources Survey,HHM,Jan-Mar 84
4602,,Avenue C,3097-242,,,1925,1 story,frame,residence,,,,,,,the 1984 Cultural Resources Survey,HHM,Jan-Mar 84
4604,,Avenue C,3097-242,,,1915,1 story,frame,residence,,,,,,,the 1984 Cultural Resources Survey,HHM,Jan-Mar 84
4606/8*,,Avenue C,3097-242,,,1905,1 story,frame,residence,,,,,,,the 1984 Cultural Resources Survey,HHM,Jan-Mar 84
4607,,Avenue C,3097-242,,,1930,1 story,frame,residence,,,,,,,the 1984 Cultural Resources Survey,HHM,Jan-Mar 84
4610,,Avenue C,3097-242,,,1920,1 story,frame,residence,,,,,,,the 1984 Cultural Resources Survey,HHM,Jan-Mar 84
4611,,Avenue C,3097-242,,,1925,1 story,frame,residence,,,,,,,the 1984 Cultural Resources Survey,HHM,Jan-Mar 84
4612,,Avenue C,3097-242,,,1925,1 story,frame,residence,,,,,,,the 1984 Cultural Resources Survey,HHM,Jan-Mar 84
3906,,Avenue D,3097-242,,,1920,1 story,frame,residence,,,,,,,the 1984 Cultural Resources Survey,HHM,Jan-Mar 84
3907,,Avenue D,3097-242,,,1920,1 story,frame,residence,,,,,,,the 1984 Cultural Resources Survey,HHM,Jan-Mar 84
3908,,Avenue D,3097-242,,,1905,1 story,frame,residence,,,,,,,the 1984 Cultural Resources Survey,HHM,Jan-Mar 84
3911,,Avenue D,3097-242,,,1925,1 story,frame,residence,,,,,,,the 1984 Cultural Resources Survey,HHM,Jan-Mar 84
4000,,Avenue D,3097-242,,,1925,2 story,frame,residence,,,,,,,the 1984 Cultural Resources Survey,HHM,Jan-Mar 84
4001,,Avenue D,3097-242,,,1935,1.5 story,frame,residence,,,,,,,the 1984 Cultural Resources Survey,HHM,Jan-Mar 84
4002,,Avenue D,3097-242,,,1925,1 story,frame,residence,,,,,,,the 1984 Cultural Resources Survey,HHM,Jan-Mar 84
4003,,Avenue D,3097-242,,,1935,1 story,frame,residence,,,,,,,the 1984 Cultural Resources Survey,HHM,Jan-Mar 84
4004,,Avenue D,3097-242,,,1925,1.5 story,frame,residence,,,,,,,the 1984 Cultural Resources Survey,HHM,Jan-Mar 84
4005,,Avenue D,3097-242,,,1910,1 story,frame,residence,,,,,,,the 1984 Cultural Resources Survey,HHM,Jan-Mar 84
4006,,Avenue D,3097-242,,,1925,1 story,frame,residence,,,,,,,the 1984 Cultural Resources Survey,HHM,Jan-Mar 84
4007,,Avenue D,3097-242,,,1925,1 story,frame,residence,,,,,,,the 1984 Cultural Resources Survey,HHM,Jan-Mar 84
4008,,Avenue D,3097-242,,,1920,1 story,stucco over frame,residence,,,,,,,the 1984 Cultural Resources Survey,HHM,Jan-Mar 84
4009,,Avenue D,3097-242,,,1915,1 story,frame,residence,,,,,,,the 1984 Cultural Resources Survey,HHM,Jan-Mar 84
4010,,Avenue D,3097-242,,,1925,1 story,frame,residence,,,,,,,the 1984 Cultural Resources Survey,HHM,Jan-Mar 84
4011,,Avenue D,3097-242,,,1915,1 story,frame,residence,,,,,,,the 1984 Cultural Resources Survey,HHM,Jan-Mar 84
4012,,Avenue D,3097-242,,,1925,1 story,frame,residence,,,,,,,the 1984 Cultural Resources Survey,HHM,Jan-Mar 84
4013,,Avenue D,3097-242,,,1910,1 story,frame,residence,,,,,,,the 1984 Cultural Resources Survey,HHM,Jan-Mar 84
4014,,Avenue D,3097-242,,,1910,2 story,frame,residence,,,,,,,the 1984 Cultural Resources Survey,HHM,Jan-Mar 84
4015,,Avenue D,3097-242,,,1920,1 story,frame,residence,,,,,,,the 1984 Cultural Resources Survey,HHM,Jan-Mar 84
4100,,Avenue D,3097-242,,,1905,2 story,frame,residence,,,,,,,the 1984 Cultural Resources Survey,HHM,Jan-Mar 84
4102,,Avenue D,3097-242,,,1915,1 story,frame,residence,,,,,,,the 1984 Cultural Resources Survey,HHM,Jan-Mar 84
4103,,Avenue D,3097-242,,,1915,1 story,frame,residence,,,,,,,the 1984 Cultural Resources Survey,HHM,Jan-Mar 84
4105,,Avenue D,3097-242,,,1920,1 story,frame,residence,,,,,,,the 1984 Cultural Resources Survey,HHM,Jan-Mar 84
4106,,Avenue D,3097-242,,,1925,1 story,frame,residence,,,,,,,the 1984 Cultural Resources Survey,HHM,Jan-Mar 84
4108,,Avenue D,3097-242,,,1905,1 story,frame,residence,,,,,,,the 1984 Cultural Resources Survey,HHM,Jan-Mar 84
4110,,Avenue D,3097-242,,,1920,1 story,frame,residence,,,,,,,the 1984 Cultural Resources Survey,HHM,Jan-Mar 84
4111,,Avenue D,3097-242,,,1920,1 story,frame,residence,,,,,,,the 1984 Cultural Resources Survey,HHM,Jan-Mar 84
4112,,Avenue D,3097-242,,,1920,1 story,frame,residence,,,,,,,the 1984 Cultural Resources Survey,HHM,Jan-Mar 84
4113,,Avenue D,3097-242,,,1920,1 story,stucco over frame,residence,,,,,,,the 1984 Cultural Resources Survey,HHM,Jan-Mar 84
4115,,Avenue D,3097-242,,,1935,1 story,brick,industrial,,,,,,,the 1984 Cultural Resources Survey,HHM,Jan-Mar 84
4200,,Avenue D,3097-242,,,1920,1 story,frame,residence,,,,,,,the 1984 Cultural Resources Survey,HHM,Jan-Mar 84
4201,,Avenue D,3097-242,,,1920,1 story,frame,residence,,,,,,,the 1984 Cultural Resources Survey,HHM,Jan-Mar 84
4203,,Avenue D,3097-242,,,1920,1 story,frame,residence,,,,,,,the 1984 Cultural Resources Survey,HHM,Jan-Mar 84
4204,,Avenue D,3097-242,,,1920,1 story,frame,residence,,,,,,,the 1984 Cultural Resources Survey,HHM,Jan-Mar 84
4205,,Avenue D,3097-242,,,1920,1 story,frame,residence,,,,,,,the 1984 Cultural Resources Survey,HHM,Jan-Mar 84
4206,,Avenue D,3097-242,,,1910,1 story,frame,residence,,,,,,,the 1984 Cultural Resources Survey,HHM,Jan-Mar 84
4207,,Avenue D,3097-242,,,1920,1 story,frame,residence,,,,,,,the 1984 Cultural Resources Survey,HHM,Jan-Mar 84
4208,,Avenue D,3097-242,,,1935,1 story,frame,residence,,,,,,,the 1984 Cultural Resources Survey,HHM,Jan-Mar 84
4209,,Avenue D,3097-242,,,1920,1 story,frame,residence,,,,,,,the 1984 Cultural Resources Survey,HHM,Jan-Mar 84
4210,,Avenue D,3097-242,,,1925,1 story,frame,residence,,,,,,,the 1984 Cultural Resources Survey,HHM,Jan-Mar 84
4211,,Avenue D,3097-242,,,1920,1 story,frame,residence,,,,,,,the 1984 Cultural Resources Survey,HHM,Jan-Mar 84
4212,,Avenue D,3097-242,,,1920,1 story,frame,residence,,,,,,,the 1984 Cultural Resources Survey,HHM,Jan-Mar 84
4213,,Avenue D,3097-242,,,1920,1 story,frame,residence,,,,,,,the 1984 Cultural Resources Survey,HHM,Jan-Mar 84
4214,,Avenue D,3097-242,,,1930,2 story,frame,residence,,,,,,,the 1984 Cultural Resources Survey,HHM,Jan-Mar 84
4215,,Avenue D,3097-242,,,1920,1 story,stucco over frame,residence,,,,,,,the 1984 Cultural Resources Survey,HHM,Jan-Mar 84
4300,,Avenue D,3097-242,,,1895,1 story,frame,residence,,,,,,,the 1984 Cultural Resources Survey,HHM,Jan-Mar 84
4301,,Avenue D,3097-242,,,1915,1 story,stucco over frame,residence,,,,,,,the 1984 Cultural Resources Survey,HHM,Jan-Mar 84
4302,,Avenue D,3097-242,,,1925,1 story,frame,residence,,,,,,,the 1984 Cultural Resources Survey,HHM,Jan-Mar 84
